order_id,customer_id,order_date,payment_method,order_status
10641,148,29-01-2022,Wallet,Delivered
10642,472,09-09-2022,Debit Card,Cancelled
10643,655,13-02-2023,Credit Card,Delivered
10644,944,19-03-2022,COD,Delivered
10645,199,27-11-2022,Wallet,Delivered
10646,917,04-06-2022,Debit Card,Delivered
10647,426,13-11-2023,Debit Card,Delivered
10648,666,17-02-2023,Credit Card,Shipped
10649,492,05-02-2022,Credit Card,Returned
10650,888,06-12-2022,UPI,Delivered
10651,896,06-05-2023,Wallet,Delivered
10652,142,11-08-2022,UPI,Delivered
10653,313,28-06-2022,Debit Card,Delivered
10654,165,07-11-2022,COD,Delivered
10655,314,08-11-2022,COD,Delivered
10656,21,07-04-2023,Credit Card,Delivered
10657,82,11-09-2022,COD,Delivered
10658,581,27-08-2023,COD,Delivered
10659,131,02-05-2022,COD,Shipped
10660,599,03-11-2023,Debit Card,Delivered
10661,730,25-04-2023,COD,Delivered
10662,933,19-09-2022,COD,Delivered
10663,984,21-06-2023,COD,Delivered
10664,305,16-11-2023,UPI,Returned
10665,915,16-06-2022,Debit Card,Delivered
10666,371,12-11-2022,Credit Card,Delivered
10667,857,27-09-2022,UPI,Delivered
10668,853,23-06-2022,Wallet,Returned
10669,384,30-06-2023,Debit Card,Delivered
10670,908,14-02-2022,Debit Card,Delivered
10671,445,07-10-2022,Wallet,Delivered
10672,425,31-07-2022,Wallet,Delivered
10673,161,27-01-2023,Wallet,Delivered
10674,178,20-08-2022,Credit Card,Delivered
10675,629,09-04-2022,COD,Delivered
10676,708,09-06-2022,Debit Card,Cancelled
10677,895,23-02-2022,COD,Delivered
10678,490,16-01-2023,COD,Delivered
10679,327,12-02-2022,Wallet,Delivered
10680,598,24-11-2022,Credit Card,Shipped
10681,289,14-01-2023,UPI,Delivered
10682,593,13-08-2022,Credit Card,Returned
10683,664,19-09-2023,COD,Delivered
10684,573,27-08-2023,Credit Card,Delivered
10685,573,10-03-2022,Wallet,Delivered
10686,354,30-08-2023,UPI,Delivered
10687,28,19-11-2023,Wallet,Shipped
10688,954,29-07-2022,UPI,Shipped
10689,43,27-04-2022,COD,Delivered
10690,681,19-07-2022,UPI,Delivered
10691,423,18-12-2022,UPI,Shipped
10692,598,29-10-2023,UPI,Delivered
10693,177,11-01-2023,Credit Card,Delivered
10694,529,16-09-2022,Credit Card,Delivered
10695,610,06-11-2022,COD,Delivered
10696,966,03-02-2022,UPI,Delivered
10697,494,13-11-2023,Debit Card,Delivered
10698,198,21-03-2023,COD,Delivered
10699,610,25-05-2023,UPI,Delivered
10700,577,07-09-2023,UPI,Delivered
10701,842,22-11-2022,Credit Card,Delivered
10702,853,18-01-2022,COD,Cancelled
10703,517,12-12-2022,UPI,Delivered
10704,514,03-08-2022,UPI,Delivered
10705,22,13-10-2023,COD,Shipped
10706,112,02-03-2023,Debit Card,Shipped
10707,57,20-11-2023,COD,Delivered
10708,66,28-07-2023,COD,Delivered
10709,842,06-08-2023,Debit Card,Returned
10710,98,27-07-2022,COD,Cancelled
10711,144,23-07-2022,UPI,Shipped
10712,880,14-02-2023,COD,Cancelled
10713,435,01-08-2023,Debit Card,Delivered
10714,637,29-01-2022,Wallet,Delivered
10715,679,20-01-2023,COD,Delivered
10716,86,18-01-2023,Credit Card,Delivered
10717,588,17-01-2023,UPI,Delivered
10718,344,27-07-2023,UPI,Delivered
10719,936,17-08-2022,Credit Card,Delivered
10720,294,11-05-2023,Credit Card,Returned
10721,956,19-06-2023,COD,Delivered
10722,571,03-10-2022,Credit Card,Delivered
10723,650,19-03-2022,Wallet,Delivered
10724,611,24-12-2022,Debit Card,Delivered
10725,704,04-10-2022,Credit Card,Returned
10726,243,29-10-2023,Credit Card,Delivered
10727,831,19-04-2023,Wallet,Shipped
10728,561,18-02-2022,UPI,Delivered
10729,960,08-08-2022,UPI,Delivered
10730,32,06-11-2022,COD,Delivered
10731,391,09-12-2022,Wallet,Delivered
10732,277,13-01-2022,Debit Card,Cancelled
10733,532,26-03-2022,Debit Card,Delivered
10734,154,12-10-2023,Wallet,Cancelled
10735,383,27-08-2023,Debit Card,Delivered
10736,68,03-09-2022,UPI,Cancelled
10737,878,08-06-2023,Debit Card,Delivered
10738,884,16-07-2022,Debit Card,Cancelled
10739,214,23-04-2023,Wallet,Delivered
10740,655,03-10-2022,Wallet,Delivered
10741,376,25-12-2022,Debit Card,Delivered
10742,744,04-09-2022,Credit Card,Shipped
10743,213,07-03-2023,Wallet,Delivered
10744,79,16-12-2022,COD,Delivered
10745,726,10-10-2023,COD,Cancelled
10746,628,13-10-2023,UPI,Delivered
10747,604,30-08-2022,Debit Card,Delivered
10748,782,20-05-2023,Credit Card,Delivered
10749,923,01-07-2022,UPI,Delivered
10750,381,21-06-2022,Debit Card,Shipped
10751,680,31-10-2022,Wallet,Returned
10752,58,02-02-2022,COD,Delivered
10753,796,29-03-2023,Credit Card,Shipped
10754,26,19-03-2023,COD,Delivered
10755,881,23-10-2023,Wallet,Delivered
10756,447,20-01-2023,Debit Card,Delivered
10757,66,26-11-2022,Wallet,Delivered
10758,921,02-08-2022,Wallet,Delivered
10759,760,22-06-2023,COD,Shipped
10760,254,07-03-2023,Credit Card,Returned
10761,899,12-05-2023,Wallet,Delivered
10762,968,22-06-2023,COD,Delivered
10763,44,14-10-2022,Credit Card,Returned
10764,97,26-06-2022,Debit Card,Shipped
10765,554,28-03-2023,Debit Card,Cancelled
10766,227,15-01-2023,UPI,Delivered
10767,774,19-05-2022,COD,Returned
10768,679,23-02-2023,Credit Card,Delivered
10769,436,13-06-2023,Wallet,Delivered
10770,791,01-02-2023,Debit Card,Delivered
10771,601,19-09-2023,Credit Card,Delivered
10772,379,04-05-2023,COD,Delivered
10773,178,24-03-2023,UPI,Delivered
10774,427,06-04-2023,Debit Card,Delivered
10775,915,27-04-2023,Credit Card,Returned
10776,709,22-08-2022,Credit Card,Delivered
10777,307,17-05-2022,Credit Card,Delivered
10778,779,04-01-2022,COD,Delivered
10779,504,09-03-2023,COD,Shipped
10780,268,31-01-2023,COD,Delivered
10781,586,19-03-2023,Wallet,Delivered
10782,8,04-06-2022,Credit Card,Delivered
10783,920,21-10-2023,Debit Card,Cancelled
10784,508,11-07-2023,COD,Shipped
10785,476,12-08-2022,COD,Delivered
10786,297,01-08-2023,Credit Card,Delivered
10787,164,21-11-2022,COD,Shipped
10788,485,07-11-2022,Wallet,Delivered
10789,597,12-10-2023,Wallet,Delivered
10790,72,23-09-2022,COD,Delivered
10791,567,25-02-2022,Credit Card,Delivered
10792,905,13-02-2023,Credit Card,Delivered
10793,559,22-11-2023,Credit Card,Delivered
10794,911,04-02-2022,UPI,Delivered
10795,944,16-05-2023,COD,Shipped
10796,238,20-06-2023,Credit Card,Delivered
10797,104,25-01-2023,Wallet,Cancelled
10798,210,12-12-2022,Debit Card,Delivered
10799,554,10-07-2023,Debit Card,Delivered
10800,828,23-06-2023,Credit Card,Delivered
10801,468,25-06-2022,Debit Card,Shipped
10802,454,13-06-2022,Debit Card,Returned
10803,268,21-10-2022,UPI,Delivered
10804,386,01-11-2023,Wallet,Cancelled
10805,775,04-05-2023,Wallet,Delivered
10806,848,16-12-2022,UPI,Shipped
10807,387,04-01-2022,UPI,Returned
10808,877,04-08-2022,Debit Card,Shipped
10809,259,04-07-2022,COD,Delivered
10810,283,26-12-2022,Debit Card,Delivered
10811,626,06-07-2023,UPI,Delivered
10812,875,17-08-2022,Wallet,Delivered
10813,40,04-09-2022,Debit Card,Delivered
10814,486,30-10-2023,COD,Delivered
10815,929,25-05-2022,Debit Card,Delivered
10816,220,30-06-2023,Credit Card,Delivered
10817,129,24-06-2023,Debit Card,Delivered
10818,520,28-11-2023,UPI,Delivered
10819,613,24-04-2023,Wallet,Shipped
10820,928,23-12-2022,Wallet,Delivered
10821,892,27-02-2022,UPI,Delivered
10822,688,28-09-2023,Credit Card,Returned
10823,619,26-02-2022,UPI,Delivered
10824,613,14-11-2022,Debit Card,Delivered
10825,260,30-09-2022,UPI,Delivered
10826,990,17-06-2022,UPI,Delivered
10827,966,08-07-2023,Credit Card,Shipped
10828,366,22-07-2022,Debit Card,Delivered
10829,758,14-11-2022,COD,Delivered
10830,787,12-01-2022,COD,Delivered
10831,544,16-09-2022,Wallet,Delivered
10832,649,02-07-2022,UPI,Returned
10833,524,18-06-2023,Wallet,Delivered
10834,907,05-09-2023,Credit Card,Delivered
10835,814,21-07-2023,COD,Delivered
10836,887,16-01-2023,UPI,Delivered
10837,16,15-06-2023,Credit Card,Delivered
10838,129,19-07-2022,Credit Card,Cancelled
10839,575,04-12-2022,UPI,Returned
10840,109,18-12-2022,Credit Card,Shipped
10841,887,21-08-2022,UPI,Cancelled
10842,533,17-09-2023,UPI,Delivered
10843,670,01-07-2022,Debit Card,Delivered
10844,269,25-03-2022,Wallet,Returned
10845,162,12-07-2022,Credit Card,Cancelled
10846,260,16-06-2022,Credit Card,Returned
10847,924,20-09-2023,Debit Card,Delivered
10848,102,06-12-2022,Debit Card,Delivered
10849,506,09-08-2023,Debit Card,Cancelled
10850,735,16-10-2022,COD,Returned
10851,571,02-10-2023,COD,Shipped
10852,247,10-10-2022,COD,Delivered
10853,640,07-08-2023,UPI,Delivered
10854,795,07-10-2022,Credit Card,Delivered
10855,837,29-10-2022,Wallet,Returned
10856,537,06-04-2023,UPI,Delivered
10857,131,06-10-2022,Credit Card,Delivered
10858,353,15-07-2023,Credit Card,Shipped
10859,196,26-01-2022,Debit Card,Delivered
10860,793,08-05-2022,Debit Card,Cancelled
10861,916,16-07-2022,UPI,Delivered
10862,930,14-07-2022,Debit Card,Cancelled
10863,666,08-10-2023,Credit Card,Delivered
10864,382,17-03-2022,Debit Card,Shipped
10865,645,12-11-2023,COD,Shipped
10866,227,17-03-2022,Debit Card,Delivered
10867,701,15-10-2023,Credit Card,Delivered
10868,476,23-02-2022,UPI,Delivered
10869,477,20-10-2023,Wallet,Delivered
10870,265,03-06-2023,Debit Card,Cancelled
10871,372,09-01-2023,Credit Card,Delivered
10872,486,05-02-2023,Wallet,Delivered
10873,434,01-07-2023,Wallet,Delivered
10874,646,08-05-2023,COD,Cancelled
10875,211,30-04-2023,Wallet,Shipped
10876,572,08-10-2023,Credit Card,Delivered
10877,940,21-12-2022,Credit Card,Delivered
10878,377,22-01-2023,Debit Card,Delivered
10879,395,16-01-2023,Debit Card,Delivered
10880,450,27-04-2023,Debit Card,Delivered
10881,943,16-07-2023,Wallet,Delivered
10882,364,23-10-2022,Wallet,Delivered
10883,876,13-09-2022,COD,Delivered
10884,457,17-01-2022,Debit Card,Delivered
10885,725,13-03-2022,UPI,Delivered
10886,728,16-06-2022,COD,Delivered
10887,226,29-06-2023,UPI,Returned
10888,982,03-09-2023,Wallet,Returned
10889,131,28-05-2023,COD,Delivered
10890,588,05-02-2023,COD,Delivered
10891,476,01-01-2023,Credit Card,Returned
10892,798,05-07-2022,Wallet,Shipped
10893,986,22-09-2022,Wallet,Delivered
10894,277,05-06-2022,COD,Delivered
10895,156,17-09-2023,Wallet,Delivered
10896,760,03-09-2023,COD,Delivered
10897,218,24-09-2023,Credit Card,Delivered
10898,190,06-04-2022,COD,Delivered
10899,417,19-10-2023,Wallet,Delivered
10900,981,09-10-2022,Wallet,Delivered
10901,675,21-08-2022,COD,Delivered
10902,692,22-09-2022,COD,Delivered
10903,546,31-07-2023,COD,Delivered
10904,41,08-03-2022,Debit Card,Delivered
10905,307,12-09-2022,Wallet,Delivered
10906,943,25-06-2022,Wallet,Cancelled
10907,338,28-06-2022,Debit Card,Delivered
10908,314,19-09-2023,COD,Returned
10909,75,13-05-2023,Credit Card,Shipped
10910,953,09-06-2022,COD,Delivered
10911,279,11-09-2022,COD,Delivered
10912,176,25-04-2022,Debit Card,Delivered
10913,896,06-11-2023,Wallet,Cancelled
10914,662,08-04-2023,COD,Shipped
10915,273,31-08-2023,Wallet,Returned
10916,837,07-03-2023,UPI,Delivered
10917,620,13-06-2023,Wallet,Delivered
10918,651,18-06-2022,Credit Card,Delivered
10919,862,03-01-2023,Credit Card,Delivered
10920,783,17-02-2022,COD,Delivered
10921,859,01-02-2023,Wallet,Delivered
10922,931,05-04-2022,COD,Returned
10923,289,19-08-2023,Debit Card,Delivered
10924,724,21-07-2023,Credit Card,Delivered
10925,893,19-01-2022,COD,Delivered
10926,272,21-02-2023,Debit Card,Cancelled
10927,930,06-03-2023,COD,Returned
10928,66,17-11-2023,Wallet,Delivered
10929,483,04-07-2023,Wallet,Delivered
10930,936,24-03-2022,Wallet,Delivered
10931,248,08-01-2022,Wallet,Shipped
10932,156,31-05-2023,UPI,Delivered
10933,47,15-05-2022,Debit Card,Delivered
10934,935,15-03-2022,Debit Card,Delivered
10935,454,06-01-2022,Wallet,Delivered
10936,201,02-01-2022,UPI,Cancelled
10937,660,06-10-2023,Wallet,Delivered
10938,124,20-08-2023,UPI,Delivered
10939,1,08-06-2022,Wallet,Delivered
10940,968,07-07-2023,Credit Card,Delivered
10941,759,18-06-2022,Credit Card,Shipped
10942,855,10-07-2023,COD,Delivered
10943,640,05-10-2023,Wallet,Cancelled
10944,191,30-11-2022,Debit Card,Returned
10945,579,16-06-2022,COD,Delivered
10946,516,03-07-2022,Credit Card,Delivered
10947,442,30-03-2023,Wallet,Delivered
10948,921,15-06-2022,COD,Returned
10949,815,01-03-2023,Wallet,Delivered
10950,806,28-07-2022,Credit Card,Delivered
10951,143,07-07-2023,COD,Delivered
10952,191,25-03-2022,Credit Card,Returned
10953,533,28-09-2023,UPI,Delivered
10954,227,29-04-2023,Credit Card,Delivered
10955,313,09-10-2022,Wallet,Delivered
10956,629,09-09-2022,Debit Card,Delivered
10957,949,18-06-2023,Credit Card,Cancelled
10958,302,10-04-2022,Debit Card,Delivered
10959,654,22-04-2023,UPI,Cancelled
10960,996,20-11-2022,COD,Delivered
10961,460,05-02-2022,COD,Delivered
10962,401,16-10-2022,Debit Card,Delivered
10963,551,28-01-2023,COD,Delivered
10964,393,02-11-2023,Credit Card,Delivered
10965,867,09-01-2023,Debit Card,Delivered
10966,764,23-10-2023,Wallet,Delivered
10967,845,18-11-2022,Credit Card,Delivered
10968,207,28-08-2022,Credit Card,Delivered
10969,210,12-02-2022,Credit Card,Shipped
10970,115,03-06-2023,Wallet,Delivered
10971,737,25-02-2022,UPI,Delivered
10972,646,05-01-2023,COD,Delivered
10973,251,30-08-2023,Debit Card,Returned
10974,219,12-01-2023,UPI,Returned
10975,407,26-03-2022,Debit Card,Delivered
10976,443,16-09-2022,COD,Cancelled
10977,603,30-11-2023,Wallet,Delivered
10978,354,15-08-2023,Credit Card,Delivered
10979,888,25-01-2022,Credit Card,Cancelled
10980,558,25-07-2023,Wallet,Cancelled
10981,550,07-11-2022,UPI,Delivered
10982,142,28-12-2022,UPI,Cancelled
10983,612,10-06-2023,Debit Card,Delivered
10984,501,18-09-2023,Wallet,Cancelled
10985,840,27-12-2022,UPI,Delivered
10986,702,24-02-2023,Wallet,Delivered
10987,547,21-04-2022,COD,Delivered
10988,659,11-10-2022,Credit Card,Delivered
10989,542,12-03-2023,Credit Card,Delivered
10990,846,24-02-2022,Credit Card,Delivered
10991,507,15-05-2023,Wallet,Delivered
10992,596,04-11-2023,Wallet,Delivered
10993,881,19-04-2022,Debit Card,Delivered
10994,281,05-08-2022,Credit Card,Delivered
10995,424,10-07-2022,Debit Card,Delivered
10996,856,01-02-2023,Credit Card,Returned
10997,270,11-10-2022,Debit Card,Cancelled
10998,154,24-08-2023,Debit Card,Returned
10999,614,13-12-2022,COD,Delivered
11000,727,09-04-2022,Debit Card,Returned
11001,662,22-06-2022,Wallet,Delivered
11002,944,05-02-2023,Debit Card,Delivered
11003,83,21-06-2023,Credit Card,Delivered
11004,622,24-04-2022,Debit Card,Cancelled
11005,947,21-01-2023,UPI,Delivered
11006,899,23-01-2022,Credit Card,Delivered
11007,426,09-05-2022,UPI,Delivered
11008,275,12-07-2022,Credit Card,Cancelled
11009,713,16-10-2023,Wallet,Delivered
11010,284,12-03-2023,Wallet,Delivered
11011,980,25-08-2022,Wallet,Delivered
11012,173,30-01-2022,UPI,Delivered
11013,327,11-04-2023,COD,Delivered
11014,718,12-02-2022,Credit Card,Delivered
11015,63,22-04-2022,Wallet,Cancelled
11016,73,09-05-2022,Credit Card,Delivered
11017,763,10-10-2022,UPI,Delivered
11018,636,09-01-2022,COD,Delivered
11019,375,18-06-2022,UPI,Delivered
11020,633,03-08-2023,Credit Card,Delivered
11021,508,27-07-2022,COD,Delivered
11022,787,16-06-2023,COD,Delivered
11023,943,04-02-2022,UPI,Returned
11024,398,08-06-2022,Wallet,Delivered
11025,120,20-04-2023,Credit Card,Delivered
11026,934,05-03-2022,Debit Card,Cancelled
11027,437,17-04-2022,Debit Card,Delivered
11028,829,19-10-2023,UPI,Returned
11029,676,27-10-2023,Credit Card,Delivered
11030,936,11-03-2023,Credit Card,Delivered
11031,465,07-05-2022,UPI,Cancelled
11032,286,05-08-2022,Credit Card,Delivered
11033,265,09-11-2022,Wallet,Delivered
11034,320,11-03-2023,UPI,Returned
11035,673,28-11-2022,Wallet,Delivered
11036,376,09-07-2023,Credit Card,Delivered
11037,820,19-05-2023,UPI,Delivered
11038,89,16-07-2023,Credit Card,Cancelled
11039,654,08-10-2023,UPI,Shipped
11040,203,28-02-2023,Credit Card,Delivered
11041,821,19-05-2023,Wallet,Delivered
11042,739,22-02-2023,Wallet,Shipped
11043,955,29-10-2022,Credit Card,Delivered
11044,334,29-07-2023,UPI,Delivered
11045,222,07-03-2023,Debit Card,Returned
11046,41,14-11-2023,Wallet,Cancelled
11047,708,29-09-2022,Wallet,Cancelled
11048,68,07-08-2022,Debit Card,Delivered
11049,988,27-01-2022,Credit Card,Delivered
11050,776,01-05-2023,UPI,Delivered
11051,514,20-05-2023,Credit Card,Delivered
11052,873,29-08-2023,COD,Delivered
11053,637,28-07-2022,Wallet,Returned
11054,622,13-09-2022,COD,Delivered
11055,598,19-05-2023,Wallet,Cancelled
11056,937,15-02-2023,Wallet,Delivered
11057,632,30-06-2023,COD,Delivered
11058,127,31-10-2022,COD,Delivered
11059,255,28-03-2022,Credit Card,Delivered
11060,695,26-08-2023,COD,Delivered
11061,16,03-01-2022,Credit Card,Shipped
11062,477,29-08-2023,Credit Card,Cancelled
11063,62,09-06-2023,Credit Card,Delivered
11064,881,17-06-2022,Wallet,Delivered
11065,432,10-07-2022,Wallet,Shipped
11066,670,24-07-2022,COD,Delivered
11067,268,17-08-2022,Wallet,Delivered
11068,35,27-09-2022,COD,Delivered
11069,779,15-06-2023,Wallet,Shipped
11070,576,14-07-2023,UPI,Delivered
11071,494,04-04-2022,UPI,Delivered
11072,562,28-05-2023,COD,Shipped
11073,469,09-02-2023,Wallet,Delivered
11074,767,08-09-2022,Wallet,Delivered
11075,661,12-06-2022,Credit Card,Delivered
11076,325,01-06-2023,Debit Card,Cancelled
11077,304,17-01-2023,COD,Delivered
11078,276,24-09-2022,Debit Card,Shipped
11079,869,17-03-2023,Debit Card,Delivered
11080,963,18-02-2023,COD,Delivered
11081,684,01-03-2023,Wallet,Shipped
11082,929,04-10-2023,COD,Delivered
11083,201,11-05-2022,Debit Card,Delivered
11084,445,18-04-2023,Wallet,Delivered
11085,905,21-01-2023,UPI,Delivered
11086,324,10-01-2022,COD,Delivered
11087,35,16-04-2022,COD,Delivered
11088,977,19-10-2023,Wallet,Delivered
11089,482,07-03-2022,UPI,Cancelled
11090,728,26-07-2023,UPI,Delivered
11091,480,14-06-2023,Wallet,Shipped
11092,65,18-03-2022,Credit Card,Delivered
11093,8,27-04-2022,COD,Delivered
11094,301,25-08-2022,COD,Delivered
11095,343,05-06-2023,Debit Card,Delivered
11096,431,26-05-2022,Wallet,Delivered
11097,424,02-07-2022,Debit Card,Returned
11098,332,01-07-2023,Debit Card,Shipped
11099,438,07-05-2023,UPI,Shipped
11100,588,07-05-2022,COD,Delivered
11101,174,15-05-2022,Debit Card,Cancelled
11102,559,06-11-2022,UPI,Delivered
11103,527,11-07-2023,Wallet,Delivered
11104,873,29-09-2022,Debit Card,Cancelled
11105,659,28-02-2022,COD,Delivered
11106,26,05-02-2022,Debit Card,Delivered
11107,820,18-07-2023,Wallet,Delivered
11108,605,05-02-2022,Debit Card,Delivered
11109,406,27-01-2023,COD,Returned
11110,232,03-12-2022,UPI,Delivered
11111,533,09-01-2023,COD,Shipped
11112,819,22-03-2023,UPI,Delivered
11113,550,03-11-2023,Credit Card,Delivered
11114,788,23-04-2022,COD,Delivered
11115,505,13-07-2023,COD,Delivered
11116,669,03-09-2023,Wallet,Delivered
11117,179,02-07-2022,Debit Card,Returned
11118,132,08-09-2022,UPI,Cancelled
11119,823,16-08-2023,UPI,Shipped
11120,455,12-11-2022,Wallet,Cancelled
11121,348,20-01-2023,Wallet,Cancelled
11122,540,29-07-2023,Debit Card,Delivered
11123,772,24-06-2023,Debit Card,Cancelled
11124,406,25-01-2022,COD,Delivered
11125,76,29-08-2023,Credit Card,Delivered
11126,941,29-10-2023,Debit Card,Delivered
11127,579,12-04-2023,Wallet,Delivered
11128,854,05-07-2023,Debit Card,Delivered
11129,492,11-09-2023,UPI,Shipped
11130,194,14-05-2022,Credit Card,Delivered
11131,984,28-11-2022,COD,Delivered
11132,162,07-07-2022,UPI,Delivered
11133,347,13-09-2023,UPI,Delivered
11134,951,31-01-2022,Credit Card,Delivered
11135,361,06-01-2022,COD,Delivered
11136,769,13-09-2023,Wallet,Delivered
11137,584,04-10-2023,COD,Delivered
11138,87,04-05-2022,Debit Card,Returned
11139,934,25-07-2023,UPI,Returned
11140,262,12-10-2023,Debit Card,Delivered
11141,214,05-11-2023,Wallet,Delivered
11142,665,14-07-2023,Debit Card,Delivered
11143,722,23-04-2022,COD,Returned
11144,913,07-06-2022,Debit Card,Delivered
11145,573,21-11-2023,Wallet,Delivered
11146,780,22-07-2022,Wallet,Returned
11147,262,04-12-2022,Wallet,Delivered
11148,730,15-09-2022,COD,Delivered
11149,283,21-05-2023,Wallet,Delivered
11150,648,23-09-2023,UPI,Shipped
11151,467,26-04-2023,Wallet,Cancelled
11152,380,05-04-2023,Debit Card,Returned
11153,362,21-09-2022,Debit Card,Delivered
11154,449,26-04-2023,Debit Card,Delivered
11155,441,20-06-2022,COD,Shipped
11156,93,08-12-2022,Debit Card,Shipped
11157,621,13-02-2022,COD,Delivered
11158,753,20-10-2022,COD,Cancelled
11159,867,19-11-2023,Wallet,Delivered
11160,424,31-12-2022,UPI,Delivered
11161,142,07-05-2022,Wallet,Delivered
11162,291,01-11-2023,Wallet,Delivered
11163,432,23-07-2023,COD,Shipped
11164,749,25-08-2023,COD,Delivered
11165,852,19-06-2022,Debit Card,Delivered
11166,824,09-06-2023,Debit Card,Shipped
11167,689,29-06-2022,Wallet,Shipped
11168,653,27-08-2023,Credit Card,Delivered
11169,701,27-10-2023,Credit Card,Delivered
11170,998,01-11-2023,Debit Card,Delivered
11171,49,19-06-2023,Credit Card,Delivered
11172,302,25-08-2022,Debit Card,Shipped
11173,881,17-02-2023,COD,Shipped
11174,190,03-08-2023,Wallet,Delivered
11175,136,02-01-2023,UPI,Delivered
11176,555,11-07-2023,Wallet,Delivered
11177,404,26-01-2022,Debit Card,Shipped
11178,892,28-11-2022,Debit Card,Delivered
11179,865,26-05-2022,Wallet,Delivered
11180,602,25-09-2022,Debit Card,Delivered
11181,807,14-08-2022,Credit Card,Delivered
11182,341,13-02-2023,Credit Card,Delivered
11183,757,06-04-2023,Debit Card,Delivered
11184,945,15-05-2023,Debit Card,Shipped
11185,704,04-02-2022,Credit Card,Shipped
11186,318,04-06-2022,Debit Card,Returned
11187,618,25-10-2022,Debit Card,Delivered
11188,363,26-07-2022,Wallet,Delivered
11189,822,19-11-2023,UPI,Delivered
11190,382,06-02-2022,Credit Card,Delivered
11191,233,11-11-2022,Wallet,Shipped
11192,777,24-03-2023,UPI,Delivered
11193,344,23-03-2022,Debit Card,Delivered
11194,549,12-03-2022,Debit Card,Shipped
11195,817,13-06-2023,Wallet,Shipped
11196,553,23-11-2022,Debit Card,Delivered
11197,529,28-03-2023,COD,Delivered
11198,856,24-09-2022,Wallet,Delivered
11199,789,14-05-2023,UPI,Delivered
11200,819,31-08-2022,Wallet,Delivered
11201,571,05-09-2022,Credit Card,Delivered
11202,935,13-07-2022,Wallet,Shipped
11203,183,01-09-2023,Debit Card,Delivered
11204,41,17-06-2022,Debit Card,Delivered
11205,551,19-08-2023,COD,Delivered
11206,397,28-10-2023,COD,Delivered
11207,704,24-10-2023,COD,Cancelled
11208,779,08-01-2023,UPI,Delivered
11209,494,14-05-2023,COD,Delivered
11210,659,13-11-2023,UPI,Delivered
11211,907,28-10-2022,COD,Returned
11212,333,07-08-2022,UPI,Delivered
11213,127,02-03-2022,Wallet,Returned
11214,558,30-09-2022,Wallet,Delivered
11215,557,31-03-2023,Debit Card,Delivered
11216,1,08-01-2023,UPI,Delivered
11217,168,07-02-2022,Credit Card,Shipped
11218,620,23-10-2023,Debit Card,Shipped
11219,19,20-10-2023,Wallet,Delivered
11220,332,26-12-2022,UPI,Delivered
11221,584,01-12-2023,COD,Delivered
11222,456,14-02-2023,Credit Card,Delivered
11223,957,05-05-2022,Wallet,Delivered
11224,109,29-03-2023,Debit Card,Shipped
11225,268,26-08-2022,UPI,Shipped
11226,445,22-05-2023,Credit Card,Delivered
11227,240,16-04-2023,UPI,Delivered
11228,929,21-06-2022,COD,Cancelled
11229,301,08-08-2023,Debit Card,Cancelled
11230,602,08-04-2023,UPI,Delivered
11231,103,15-11-2023,Wallet,Delivered
11232,988,01-01-2023,Debit Card,Delivered
11233,250,30-07-2022,Wallet,Delivered
11234,453,30-05-2023,UPI,Delivered
11235,520,26-03-2022,Debit Card,Delivered
11236,153,10-01-2022,Wallet,Delivered
11237,859,31-12-2022,COD,Delivered
11238,174,17-08-2022,COD,Delivered
11239,343,22-02-2022,UPI,Delivered
11240,670,17-04-2022,Debit Card,Cancelled
11241,431,22-09-2022,Credit Card,Cancelled
11242,727,08-01-2023,Debit Card,Delivered
11243,689,04-07-2022,COD,Delivered
11244,687,06-11-2023,Wallet,Shipped
11245,852,30-06-2022,Credit Card,Delivered
11246,850,25-06-2023,UPI,Delivered
11247,658,15-06-2022,Credit Card,Delivered
11248,962,16-07-2023,UPI,Delivered
11249,324,02-05-2022,Credit Card,Delivered
11250,990,11-06-2022,UPI,Shipped
11251,673,15-08-2023,UPI,Delivered
11252,639,21-05-2023,Credit Card,Delivered
11253,420,17-09-2022,Credit Card,Shipped
11254,594,14-09-2022,UPI,Delivered
11255,485,17-02-2022,COD,Delivered
11256,659,10-04-2022,Credit Card,Delivered
11257,751,19-02-2023,Debit Card,Delivered
11258,412,12-07-2023,Wallet,Delivered
11259,936,16-04-2023,UPI,Delivered
11260,84,06-11-2023,UPI,Delivered
11261,113,15-11-2022,Wallet,Delivered
11262,737,06-11-2023,COD,Delivered
11263,332,20-06-2022,Wallet,Delivered
11264,378,16-09-2022,Credit Card,Delivered
11265,755,28-03-2022,Wallet,Delivered
11266,655,20-02-2023,UPI,Delivered
11267,41,29-06-2022,Wallet,Shipped
11268,935,04-03-2022,Debit Card,Delivered
11269,770,18-11-2023,Credit Card,Delivered
11270,959,09-02-2022,Wallet,Returned
11271,797,28-08-2023,UPI,Delivered
11272,105,15-12-2022,Credit Card,Delivered
11273,202,25-05-2023,UPI,Cancelled
11274,450,04-06-2022,COD,Cancelled
11275,819,15-05-2022,Debit Card,Delivered
11276,843,31-07-2023,COD,Delivered
11277,973,18-08-2022,Debit Card,Delivered
11278,266,20-06-2022,Wallet,Returned
11279,910,04-08-2023,Credit Card,Delivered
11280,210,07-03-2023,Wallet,Delivered
